Item Name,Category,Price,Date,IsMonsoon,IsPaydayWindow,IsLocalHoliday,IsDiwaliSeason,IsHoliSeason,IsEidSeason,MRPBand,IsStockout,Quantity,DayOfWeek,Month,Day
Toothpaste,Personal Care,83.76,2022-08-12,1,0,0,0,0,0,81–120,0,18.0,4,8,12
Soap,Personal Care,88.76,2022-08-13,1,0,0,0,0,0,81–120,0,3.0,5,8,13
Biscuits,Snacks,18.96,2022-08-14,1,0,0,0,0,0,≤20,0,66.0,6,8,14
Biscuits,Snacks,15.46,2022-08-15,1,0,1,0,0,0,≤20,0,63.0,0,8,15
Soap,Personal Care,64.94,2022-08-16,1,0,0,0,0,0,51–80,0,18.0,1,8,16
Milk,Dairy,59.41,2022-08-17,1,0,0,0,0,0,51–80,0,59.0,2,8,17
Sugar,Grocery,68.96,2022-08-18,1,0,0,0,0,0,51–80,0,61.0,3,8,18
Bread,Bakery,84.63,2022-08-19,1,0,0,0,0,0,81–120,0,37.0,4,8,19
Milk,Dairy,77.11,2022-08-20,1,0,0,0,0,0,51–80,0,59.0,5,8,20
Soap,Personal Care,19.97,2022-08-21,1,0,0,0,0,0,≤20,0,41.0,6,8,21
Milk,Dairy,36.36,2022-08-22,1,0,0,0,0,0,21–50,0,64.0,0,8,22
Soap,Personal Care,35.07,2022-08-23,1,0,0,0,0,0,21–50,0,34.0,1,8,23
Soap,Personal Care,18.24,2022-08-24,1,0,0,0,0,0,≤20,0,39.0,2,8,24
Salt,Grocery,76.81,2022-08-25,1,0,0,0,0,0,51–80,0,52.0,3,8,25
Rice,Grocery,38.27,2022-08-26,1,0,0,0,0,0,21–50,0,75.0,4,8,26
Milk,Dairy,64.22,2022-08-27,1,0,0,0,0,0,51–80,0,56.0,5,8,27
Milk,Dairy,15.8,2022-08-28,1,1,0,0,0,0,≤20,0,78.0,6,8,28
Bread,Bakery,73.55,2022-08-29,1,1,0,0,0,0,51–80,1,0.0,0,8,29
Toothpaste,Personal Care,26.59,2022-08-30,1,1,0,0,0,0,21–50,0,37.0,1,8,30
Sugar,Grocery,78.83,2022-08-31,1,1,0,0,0,0,51–80,0,72.0,2,8,31
Milk,Dairy,97.79,2022-09-01,1,1,0,0,0,0,81–120,0,49.0,3,9,1
Soap,Personal Care,32.38,2022-09-02,1,1,0,0,0,0,21–50,0,35.0,4,9,2
Shampoo,Personal Care,68.36,2022-09-03,1,1,0,0,0,0,51–80,0,26.0,5,9,3
Biscuits,Snacks,65.56,2022-09-04,1,0,0,0,0,0,51–80,0,46.0,6,9,4
Milk,Dairy,34.29,2022-09-05,1,0,0,0,0,0,21–50,0,72.0,0,9,5
Rice,Grocery,89.45,2022-09-06,1,0,0,0,0,0,81–120,0,71.0,1,9,6
Soap,Personal Care,46.87,2022-09-07,1,0,0,0,0,0,21–50,0,21.0,2,9,7
Shampoo,Personal Care,11.46,2022-09-08,1,0,0,0,0,0,≤20,0,44.0,3,9,8
Toothpaste,Personal Care,75.12,2022-09-09,1,0,0,0,0,0,51–80,0,10.0,4,9,9
Toothpaste,Personal Care,64.99,2022-09-10,1,0,0,0,0,0,51–80,0,27.0,5,9,10
Salt,Grocery,29.98,2022-09-11,1,0,0,0,0,0,21–50,0,89.0,6,9,11
Rice,Grocery,78.49,2022-09-12,1,0,0,0,0,0,51–80,0,67.0,0,9,12
Salt,Grocery,50.83,2022-09-13,1,0,0,0,0,0,51–80,0,76.0,1,9,13
Juice,Beverages,92.45,2022-09-14,1,0,0,0,0,0,81–120,0,13.0,2,9,14
Bread,Bakery,51.89,2022-09-15,1,0,0,0,0,0,51–80,0,53.0,3,9,15
Shampoo,Personal Care,33.19,2022-09-16,1,0,0,0,0,0,21–50,0,28.0,4,9,16
Rice,Grocery,27.59,2022-09-17,1,0,0,0,0,0,21–50,0,73.0,5,9,17
Juice,Beverages,70.84,2022-09-18,1,0,0,0,0,0,51–80,0,24.0,6,9,18
Rice,Grocery,26.8,2022-09-19,1,0,0,0,0,0,21–50,0,80.0,0,9,19
Rice,Grocery,74.0,2022-09-20,1,0,0,0,0,0,51–80,0,63.0,1,9,20
Biscuits,Snacks,66.92,2022-09-21,1,0,0,0,0,0,51–80,0,40.0,2,9,21
Shampoo,Personal Care,34.56,2022-09-22,1,0,0,0,0,0,21–50,0,33.0,3,9,22
Shampoo,Personal Care,39.81,2022-09-23,1,0,0,0,0,0,21–50,0,36.0,4,9,23
Milk,Dairy,58.76,2022-09-24,1,0,0,0,0,0,51–80,0,57.0,5,9,24
Soap,Personal Care,94.96,2022-09-25,1,0,0,0,0,0,81–120,0,10.0,6,9,25
Bread,Bakery,13.87,2022-09-26,1,0,0,0,0,0,≤20,0,68.0,0,9,26
Sugar,Grocery,85.88,2022-09-27,1,0,0,0,0,0,81–120,0,61.0,1,9,27
Rice,Grocery,37.3,2022-09-28,1,1,0,0,0,0,21–50,0,86.0,2,9,28
Salt,Grocery,15.73,2022-09-29,1,1,0,0,0,0,≤20,0,94.0,3,9,29
Sugar,Grocery,74.05,2022-09-30,1,1,0,0,0,0,51–80,0,79.0,4,9,30
Shampoo,Personal Care,10.07,2022-10-01,0,1,0,0,0,0,≤20,0,32.0,5,10,1
Toothpaste,Personal Care,26.75,2022-10-02,0,1,1,0,0,0,21–50,0,34.0,6,10,2
Rice,Grocery,15.12,2022-10-03,0,1,0,0,0,0,≤20,0,81.0,0,10,3
Salt,Grocery,96.79,2022-10-04,0,0,0,0,0,0,81–120,0,51.0,1,10,4
Rice,Grocery,64.07,2022-10-05,0,0,0,0,0,0,51–80,0,57.0,2,10,5
Salt,Grocery,16.9,2022-10-06,0,0,0,0,0,0,≤20,0,69.0,3,10,6
Bread,Bakery,70.48,2022-10-07,0,0,0,0,0,0,51–80,0,53.0,4,10,7
Sugar,Grocery,13.62,2022-10-08,0,0,0,0,0,0,≤20,0,79.0,5,10,8
Milk,Dairy,10.39,2022-10-09,0,0,0,0,0,0,≤20,0,67.0,6,10,9
Bread,Bakery,54.24,2022-10-10,0,0,0,0,0,0,51–80,0,44.0,0,10,10
Salt,Grocery,17.25,2022-10-11,0,0,0,0,0,0,≤20,0,82.0,1,10,11
Biscuits,Snacks,35.95,2022-10-12,0,0,0,0,0,0,21–50,1,0.0,2,10,12
Bread,Bakery,59.81,2022-10-13,0,0,0,0,0,0,51–80,0,40.0,3,10,13
Sugar,Grocery,59.95,2022-10-14,0,0,0,0,0,0,51–80,0,64.0,4,10,14
Milk,Dairy,93.86,2022-10-15,0,0,0,1,0,0,81–120,0,48.0,5,10,15
Rice,Grocery,68.45,2022-10-16,0,0,0,1,0,0,51–80,0,86.0,6,10,16
Soap,Personal Care,10.33,2022-10-17,0,0,0,1,0,0,≤20,0,37.0,0,10,17
Soap,Personal Care,41.65,2022-10-18,0,0,0,1,0,0,21–50,0,36.0,1,10,18
Soap,Personal Care,63.12,2022-10-19,0,0,0,1,0,0,51–80,0,24.0,2,10,19
Milk,Dairy,11.17,2022-10-20,0,0,0,1,0,0,≤20,0,74.0,3,10,20
Juice,Beverages,34.68,2022-10-21,0,0,0,1,0,0,21–50,0,58.0,4,10,21
Soap,Personal Care,22.51,2022-10-22,0,0,0,1,0,0,21–50,0,38.0,5,10,22
Bread,Bakery,27.54,2022-10-23,0,0,0,1,0,0,21–50,0,75.0,6,10,23
Milk,Dairy,20.09,2022-10-24,0,0,0,1,0,0,21–50,0,69.0,0,10,24
Milk,Dairy,24.78,2022-10-25,0,0,0,1,0,0,21–50,0,69.0,1,10,25
Sugar,Grocery,41.97,2022-10-26,0,0,0,1,0,0,21–50,0,88.0,2,10,26
Shampoo,Personal Care,60.67,2022-10-27,0,0,0,1,0,0,51–80,0,22.0,3,10,27
Rice,Grocery,60.06,2022-10-28,0,1,0,1,0,0,51–80,0,99.0,4,10,28
Soap,Personal Care,89.15,2022-10-29,0,1,0,1,0,0,81–120,0,25.0,5,10,29
Bread,Bakery,34.38,2022-10-30,0,1,0,1,0,0,21–50,0,85.0,6,10,30
Rice,Grocery,82.36,2022-10-31,0,1,0,1,0,0,81–120,0,82.0,0,10,31
Salt,Grocery,13.87,2022-11-01,0,1,1,1,0,0,≤20,0,114.0,1,11,1
Toothpaste,Personal Care,16.46,2022-11-02,0,1,0,1,0,0,≤20,0,41.0,2,11,2
Bread,Bakery,26.99,2022-11-03,0,1,0,1,0,0,21–50,0,85.0,3,11,3
Rice,Grocery,22.62,2022-11-04,0,0,0,1,0,0,21–50,0,102.0,4,11,4
Juice,Beverages,73.89,2022-11-05,0,0,0,1,0,0,51–80,0,40.0,5,11,5
Juice,Beverages,53.51,2022-11-06,0,0,0,1,0,0,51–80,0,47.0,6,11,6
Toothpaste,Personal Care,69.82,2022-11-07,0,0,0,1,0,0,51–80,0,25.0,0,11,7
Biscuits,Snacks,18.48,2022-11-08,0,0,0,1,0,0,≤20,0,69.0,1,11,8
Juice,Beverages,47.89,2022-11-09,0,0,0,1,0,0,21–50,0,45.0,2,11,9
Bread,Bakery,41.75,2022-11-10,0,0,0,1,0,0,21–50,0,65.0,3,11,10
Shampoo,Personal Care,53.83,2022-11-11,0,0,0,1,0,0,51–80,0,34.0,4,11,11
Juice,Beverages,54.73,2022-11-12,0,0,0,1,0,0,51–80,1,0.0,5,11,12
Bread,Bakery,38.73,2022-11-13,0,0,0,1,0,0,21–50,0,72.0,6,11,13
Juice,Beverages,74.68,2022-11-14,0,0,0,1,0,0,51–80,0,45.0,0,11,14
Bread,Bakery,63.97,2022-11-15,0,0,0,1,0,0,51–80,0,59.0,1,11,15
Toothpaste,Personal Care,94.32,2022-11-16,0,0,0,1,0,0,81–120,0,18.0,2,11,16
Shampoo,Personal Care,15.76,2022-11-17,0,0,0,1,0,0,≤20,0,33.0,3,11,17
Biscuits,Snacks,17.7,2022-11-18,0,0,0,1,0,0,≤20,1,0.0,4,11,18
Shampoo,Personal Care,73.69,2022-11-19,0,0,0,1,0,0,51–80,0,17.0,5,11,19
Sugar,Grocery,86.22,2022-11-20,0,0,0,1,0,0,81–120,0,79.0,6,11,20
Rice,Grocery,30.07,2022-11-21,0,0,0,1,0,0,21–50,0,99.0,0,11,21
Milk,Dairy,12.36,2022-11-22,0,0,0,1,0,0,≤20,0,70.0,1,11,22
Salt,Grocery,57.22,2022-11-23,0,0,0,1,0,0,51–80,0,87.0,2,11,23
Milk,Dairy,56.87,2022-11-24,0,0,0,1,0,0,51–80,0,67.0,3,11,24
Juice,Beverages,19.32,2022-11-25,0,0,0,1,0,0,≤20,0,59.0,4,11,25
Salt,Grocery,81.6,2022-11-26,0,0,0,0,0,0,81–120,0,60.0,5,11,26
Shampoo,Personal Care,12.96,2022-11-27,0,0,0,0,0,0,≤20,0,26.0,6,11,27
Shampoo,Personal Care,39.6,2022-11-28,0,1,0,0,0,0,21–50,0,21.0,0,11,28
Juice,Beverages,53.25,2022-11-29,0,1,0,0,0,0,51–80,0,42.0,1,11,29
Juice,Beverages,38.63,2022-11-30,0,1,0,0,0,0,21–50,0,39.0,2,11,30
Salt,Grocery,38.32,2022-12-01,0,1,0,0,0,0,21–50,0,74.0,3,12,1
Juice,Beverages,68.27,2022-12-02,0,1,0,0,0,0,51–80,0,35.0,4,12,2
Soap,Personal Care,13.27,2022-12-03,0,1,0,0,0,0,≤20,0,43.0,5,12,3
Toothpaste,Personal Care,55.65,2022-12-04,0,0,0,0,0,0,51–80,1,0.0,6,12,4
Shampoo,Personal Care,50.94,2022-12-05,0,0,0,0,0,0,51–80,0,29.0,0,12,5
Milk,Dairy,87.96,2022-12-06,0,0,0,0,0,0,81–120,0,46.0,1,12,6
Bread,Bakery,71.67,2022-12-07,0,0,0,0,0,0,51–80,0,41.0,2,12,7
Soap,Personal Care,49.53,2022-12-08,0,0,0,0,0,0,21–50,0,24.0,3,12,8
Bread,Bakery,97.67,2022-12-09,0,0,0,0,0,0,81–120,0,34.0,4,12,9
Sugar,Grocery,93.42,2022-12-10,0,0,0,0,0,0,81–120,0,55.0,5,12,10
Salt,Grocery,68.32,2022-12-11,0,0,0,0,0,0,51–80,0,63.0,6,12,11
Biscuits,Snacks,57.11,2022-12-12,0,0,0,0,0,0,51–80,0,45.0,0,12,12
Sugar,Grocery,56.43,2022-12-13,0,0,0,0,0,0,51–80,0,63.0,1,12,13
Juice,Beverages,19.07,2022-12-14,0,0,0,0,0,0,≤20,0,42.0,2,12,14
Shampoo,Personal Care,14.89,2022-12-15,0,0,0,0,0,0,≤20,0,37.0,3,12,15
Milk,Dairy,65.8,2022-12-16,0,0,0,0,0,0,51–80,0,48.0,4,12,16
Soap,Personal Care,87.47,2022-12-17,0,0,0,0,0,0,81–120,0,6.0,5,12,17
Rice,Grocery,46.24,2022-12-18,0,0,0,0,0,0,21–50,0,67.0,6,12,18
Shampoo,Personal Care,89.06,2022-12-19,0,0,0,0,0,0,81–120,0,15.0,0,12,19
Juice,Beverages,60.63,2022-12-20,0,0,0,0,0,0,51–80,0,30.0,1,12,20
Toothpaste,Personal Care,16.84,2022-12-21,0,0,0,0,0,0,≤20,0,32.0,2,12,21
Milk,Dairy,39.01,2022-12-22,0,0,0,0,0,0,21–50,0,58.0,3,12,22
Toothpaste,Personal Care,26.91,2022-12-23,0,0,0,0,0,0,21–50,0,34.0,4,12,23
Shampoo,Personal Care,89.11,2022-12-24,0,0,0,0,0,0,81–120,0,11.0,5,12,24
Biscuits,Snacks,39.53,2022-12-25,0,0,1,0,0,0,21–50,0,46.0,6,12,25
Juice,Beverages,60.33,2022-12-26,0,0,0,0,0,0,51–80,0,31.0,0,12,26
Salt,Grocery,80.41,2022-12-27,0,0,0,0,0,0,81–120,0,51.0,1,12,27
Milk,Dairy,11.84,2022-12-28,0,1,0,0,0,0,≤20,0,75.0,2,12,28
Sugar,Grocery,10.6,2022-12-29,0,1,0,0,0,0,≤20,0,86.0,3,12,29
Soap,Personal Care,81.37,2022-12-30,0,1,0,0,0,0,81–120,0,11.0,4,12,30
Juice,Beverages,97.01,2022-12-31,0,1,0,0,0,0,81–120,0,21.0,5,12,31
Bread,Bakery,59.71,2023-01-01,0,1,0,0,0,0,51–80,0,56.0,6,1,1
Biscuits,Snacks,84.4,2023-01-02,0,1,0,0,0,0,81–120,0,38.0,0,1,2
Juice,Beverages,60.79,2023-01-03,0,1,0,0,0,0,51–80,0,33.0,1,1,3
Sugar,Grocery,60.67,2023-01-04,0,0,0,0,0,0,51–80,0,65.0,2,1,4
Shampoo,Personal Care,70.88,2023-01-05,0,0,0,0,0,0,51–80,0,27.0,3,1,5
Salt,Grocery,62.94,2023-01-06,0,0,0,0,0,0,51–80,0,60.0,4,1,6
Rice,Grocery,64.9,2023-01-07,0,0,0,0,0,0,51–80,0,61.0,5,1,7
Biscuits,Snacks,78.25,2023-01-08,0,0,0,0,0,0,51–80,0,37.0,6,1,8
Juice,Beverages,47.26,2023-01-09,0,0,0,0,0,0,21–50,1,0.0,0,1,9
Bread,Bakery,74.64,2023-01-10,0,0,0,0,0,0,51–80,0,37.0,1,1,10
Soap,Personal Care,82.89,2023-01-11,0,0,0,0,0,0,81–120,0,17.0,2,1,11
Sugar,Grocery,73.65,2023-01-12,0,0,0,0,0,0,51–80,0,49.0,3,1,12
Soap,Personal Care,92.7,2023-01-13,0,0,0,0,0,0,81–120,0,12.0,4,1,13
Biscuits,Snacks,58.9,2023-01-14,0,0,0,0,0,0,51–80,0,42.0,5,1,14
Toothpaste,Personal Care,88.14,2023-01-15,0,0,0,0,0,0,81–120,0,23.0,6,1,15
Biscuits,Snacks,48.91,2023-01-16,0,0,0,0,0,0,21–50,0,50.0,0,1,16
Toothpaste,Personal Care,85.39,2023-01-17,0,0,0,0,0,0,81–120,0,19.0,1,1,17
Biscuits,Snacks,52.61,2023-01-18,0,0,0,0,0,0,51–80,0,47.0,2,1,18
Toothpaste,Personal Care,81.58,2023-01-19,0,0,0,0,0,0,81–120,0,22.0,3,1,19
Biscuits,Snacks,37.32,2023-01-20,0,0,0,0,0,0,21–50,0,47.0,4,1,20
Bread,Bakery,89.73,2023-01-21,0,0,0,0,0,0,81–120,0,31.0,5,1,21
Juice,Beverages,53.21,2023-01-22,0,0,0,0,0,0,51–80,0,44.0,6,1,22
Biscuits,Snacks,86.68,2023-01-23,0,0,0,0,0,0,81–120,0,41.0,0,1,23
Sugar,Grocery,56.73,2023-01-24,0,0,0,0,0,0,51–80,0,68.0,1,1,24
Soap,Personal Care,54.85,2023-01-25,0,0,0,0,0,0,51–80,0,26.0,2,1,25
Sugar,Grocery,74.0,2023-01-26,0,0,1,0,0,0,51–80,0,65.0,3,1,26
Bread,Bakery,26.6,2023-01-27,0,0,0,0,0,0,21–50,0,61.0,4,1,27
Toothpaste,Personal Care,53.46,2023-01-28,0,1,0,0,0,0,51–80,0,31.0,5,1,28
Bread,Bakery,78.58,2023-01-29,0,1,0,0,0,0,51–80,0,46.0,6,1,29
Juice,Beverages,39.01,2023-01-30,0,1,0,0,0,0,21–50,0,44.0,0,1,30
Juice,Beverages,33.1,2023-01-31,0,1,0,0,0,0,21–50,0,50.0,1,1,31
Soap,Personal Care,81.28,2023-02-01,0,1,0,0,0,0,81–120,0,18.0,2,2,1
Bread,Bakery,92.36,2023-02-02,0,1,0,0,0,0,81–120,0,37.0,3,2,2
Shampoo,Personal Care,80.14,2023-02-03,0,1,0,0,0,0,81–120,0,22.0,4,2,3
Soap,Personal Care,39.53,2023-02-04,0,0,0,0,0,0,21–50,0,30.0,5,2,4
Milk,Dairy,99.79,2023-02-05,0,0,0,0,0,0,81–120,0,41.0,6,2,5
Toothpaste,Personal Care,35.82,2023-02-06,0,0,0,0,0,0,21–50,0,28.0,0,2,6
Juice,Beverages,94.2,2023-02-07,0,0,0,0,0,0,81–120,0,21.0,1,2,7
Toothpaste,Personal Care,32.18,2023-02-08,0,0,0,0,0,0,21–50,0,25.0,2,2,8
Bread,Bakery,39.48,2023-02-09,0,0,0,0,0,0,21–50,0,45.0,3,2,9
Biscuits,Snacks,64.23,2023-02-10,0,0,0,0,0,0,51–80,0,39.0,4,2,10
Shampoo,Personal Care,38.85,2023-02-11,0,0,0,0,0,0,21–50,0,21.0,5,2,11
Milk,Dairy,34.98,2023-02-12,0,0,0,0,0,0,21–50,0,63.0,6,2,12
Bread,Bakery,60.46,2023-02-13,0,0,0,0,0,0,51–80,0,46.0,0,2,13
Bread,Bakery,67.85,2023-02-14,0,0,0,0,0,0,51–80,0,41.0,1,2,14
Milk,Dairy,63.9,2023-02-15,0,0,0,0,0,0,51–80,0,53.0,2,2,15
Rice,Grocery,15.56,2023-02-16,0,0,0,0,0,0,≤20,0,80.0,3,2,16
Milk,Dairy,58.09,2023-02-17,0,0,0,0,0,0,51–80,0,51.0,4,2,17
Rice,Grocery,83.43,2023-02-18,0,0,0,0,0,0,81–120,0,50.0,5,2,18
Salt,Grocery,41.5,2023-02-19,0,0,0,0,0,0,21–50,0,66.0,6,2,19
Salt,Grocery,87.33,2023-02-20,0,0,0,0,0,0,81–120,0,57.0,0,2,20
Juice,Beverages,28.28,2023-02-21,0,0,0,0,0,0,21–50,0,45.0,1,2,21
Sugar,Grocery,24.27,2023-02-22,0,0,0,0,0,0,21–50,0,72.0,2,2,22
Rice,Grocery,91.75,2023-02-23,0,0,0,0,0,0,81–120,0,53.0,3,2,23
Rice,Grocery,31.64,2023-02-24,0,0,0,0,0,0,21–50,0,73.0,4,2,24
Toothpaste,Personal Care,44.2,2023-02-25,0,0,0,0,1,0,21–50,0,30.0,5,2,25
Juice,Beverages,64.97,2023-02-26,0,0,0,0,1,0,51–80,0,41.0,6,2,26
Milk,Dairy,89.05,2023-02-27,0,0,0,0,1,0,81–120,0,64.0,0,2,27
Juice,Beverages,35.03,2023-02-28,0,1,0,0,1,0,21–50,0,53.0,1,2,28
Milk,Dairy,48.31,2023-03-01,0,1,0,0,1,0,21–50,0,69.0,2,3,1
Soap,Personal Care,18.51,2023-03-02,0,1,0,0,1,0,≤20,0,52.0,3,3,2
Milk,Dairy,44.33,2023-03-03,0,1,0,0,1,0,21–50,0,83.0,4,3,3
Shampoo,Personal Care,18.3,2023-03-04,0,0,0,0,1,0,≤20,0,40.0,5,3,4
Sugar,Grocery,36.95,2023-03-05,0,0,0,0,1,0,21–50,1,0.0,6,3,5
Sugar,Grocery,48.7,2023-03-06,0,0,0,0,1,0,21–50,0,70.0,0,3,6
Toothpaste,Personal Care,71.59,2023-03-07,0,0,0,0,1,0,51–80,0,17.0,1,3,7
Soap,Personal Care,39.81,2023-03-08,0,0,0,0,1,0,21–50,0,31.0,2,3,8
Milk,Dairy,88.08,2023-03-09,0,0,0,0,1,0,81–120,0,57.0,3,3,9
Rice,Grocery,77.89,2023-03-10,0,0,0,0,1,0,51–80,0,56.0,4,3,10
Rice,Grocery,82.16,2023-03-11,0,0,0,0,1,0,81–120,0,65.0,5,3,11
Rice,Grocery,67.45,2023-03-12,0,0,0,0,1,0,51–80,0,62.0,6,3,12
Milk,Dairy,83.78,2023-03-13,0,0,0,0,1,0,81–120,0,60.0,0,3,13
Sugar,Grocery,32.4,2023-03-14,0,0,0,0,1,0,21–50,0,82.0,1,3,14
Toothpaste,Personal Care,91.62,2023-03-15,0,0,0,0,1,0,81–120,0,7.0,2,3,15
Biscuits,Snacks,25.06,2023-03-16,0,0,0,0,1,0,21–50,0,71.0,3,3,16
Shampoo,Personal Care,81.62,2023-03-17,0,0,0,0,1,0,81–120,0,21.0,4,3,17
Toothpaste,Personal Care,27.01,2023-03-18,0,0,0,0,1,0,21–50,0,35.0,5,3,18
Rice,Grocery,74.53,2023-03-19,0,0,0,0,1,0,51–80,0,61.0,6,3,19
Juice,Beverages,37.86,2023-03-20,0,0,0,0,1,0,21–50,0,46.0,0,3,20
Bread,Bakery,50.57,2023-03-21,0,0,0,0,0,0,51–80,0,49.0,1,3,21
Milk,Dairy,40.94,2023-03-22,0,0,0,0,0,0,21–50,0,58.0,2,3,22
Shampoo,Personal Care,24.86,2023-03-23,0,0,0,0,0,0,21–50,0,22.0,3,3,23
Shampoo,Personal Care,17.96,2023-03-24,0,0,0,0,0,0,≤20,0,29.0,4,3,24
Rice,Grocery,56.13,2023-03-25,0,0,0,0,0,0,51–80,0,59.0,5,3,25
Juice,Beverages,66.76,2023-03-26,0,0,0,0,0,0,51–80,0,27.0,6,3,26
Sugar,Grocery,83.6,2023-03-27,0,0,0,0,0,0,81–120,0,57.0,0,3,27
Shampoo,Personal Care,73.4,2023-03-28,0,1,0,0,0,0,51–80,0,25.0,1,3,28
Juice,Beverages,17.65,2023-03-29,0,1,0,0,0,0,≤20,0,56.0,2,3,29
Soap,Personal Care,30.36,2023-03-30,0,1,0,0,0,0,21–50,0,34.0,3,3,30
Toothpaste,Personal Care,21.51,2023-03-31,0,1,0,0,0,0,21–50,0,33.0,4,3,31
Sugar,Grocery,29.94,2023-04-01,0,1,0,0,0,0,21–50,1,0.0,5,4,1
Bread,Bakery,60.61,2023-04-02,0,1,0,0,0,0,51–80,0,52.0,6,4,2
Bread,Bakery,80.05,2023-04-03,0,1,0,0,0,0,81–120,0,50.0,0,4,3
Soap,Personal Care,28.6,2023-04-04,0,0,0,0,0,0,21–50,0,27.0,1,4,4
Shampoo,Personal Care,11.81,2023-04-05,0,0,0,0,0,0,≤20,0,38.0,2,4,5
Salt,Grocery,94.21,2023-04-06,0,0,0,0,0,0,81–120,0,56.0,3,4,6
Rice,Grocery,22.38,2023-04-07,0,0,0,0,0,0,21–50,0,80.0,4,4,7
Juice,Beverages,45.12,2023-04-08,0,0,0,0,0,0,21–50,0,37.0,5,4,8
Soap,Personal Care,71.72,2023-04-09,0,0,0,0,0,0,51–80,0,32.0,6,4,9
Shampoo,Personal Care,58.45,2023-04-10,0,0,0,0,0,1,51–80,0,22.0,0,4,10
Milk,Dairy,59.05,2023-04-11,0,0,0,0,0,1,51–80,0,60.0,1,4,11
Juice,Beverages,66.19,2023-04-12,0,0,0,0,0,1,51–80,0,35.0,2,4,12
Rice,Grocery,47.24,2023-04-13,0,0,0,0,0,1,21–50,0,69.0,3,4,13
Sugar,Grocery,71.7,2023-04-14,0,0,0,0,0,1,51–80,0,69.0,4,4,14
Shampoo,Personal Care,35.47,2023-04-15,0,0,0,0,0,1,21–50,0,35.0,5,4,15
Soap,Personal Care,64.73,2023-04-16,0,0,0,0,0,1,51–80,0,21.0,6,4,16
Rice,Grocery,73.49,2023-04-17,0,0,0,0,0,1,51–80,0,61.0,0,4,17
Salt,Grocery,34.99,2023-04-18,0,0,0,0,0,1,21–50,0,84.0,1,4,18
Rice,Grocery,64.35,2023-04-19,0,0,0,0,0,1,51–80,0,77.0,2,4,19
Salt,Grocery,73.56,2023-04-20,0,0,0,0,0,1,51–80,0,67.0,3,4,20
Rice,Grocery,12.54,2023-04-21,0,0,0,0,0,1,≤20,0,90.0,4,4,21
Biscuits,Snacks,39.17,2023-04-22,0,0,0,0,0,1,21–50,0,53.0,5,4,22
Rice,Grocery,65.81,2023-04-23,0,0,0,0,0,1,51–80,0,74.0,6,4,23
Biscuits,Snacks,20.04,2023-04-24,0,0,0,0,0,1,21–50,0,66.0,0,4,24
Sugar,Grocery,47.11,2023-04-25,0,0,0,0,0,1,21–50,0,78.0,1,4,25
Rice,Grocery,47.67,2023-04-26,0,0,0,0,0,1,21–50,0,85.0,2,4,26
Soap,Personal Care,74.16,2023-04-27,0,0,0,0,0,1,51–80,0,12.0,3,4,27
Shampoo,Personal Care,98.82,2023-04-28,0,1,0,0,0,1,81–120,0,11.0,4,4,28
Shampoo,Personal Care,32.93,2023-04-29,0,1,0,0,0,1,21–50,0,34.0,5,4,29
Toothpaste,Personal Care,57.09,2023-04-30,0,1,0,0,0,1,51–80,0,33.0,6,4,30
Biscuits,Snacks,38.0,2023-05-01,0,1,1,0,0,1,21–50,0,65.0,0,5,1
Milk,Dairy,22.9,2023-05-02,0,1,0,0,0,1,21–50,0,80.0,1,5,2
Sugar,Grocery,57.73,2023-05-03,0,1,0,0,0,1,51–80,0,89.0,2,5,3
Rice,Grocery,59.23,2023-05-04,0,0,0,0,0,1,51–80,0,82.0,3,5,4
Shampoo,Personal Care,52.71,2023-05-05,0,0,0,0,0,1,51–80,0,32.0,4,5,5
Shampoo,Personal Care,37.44,2023-05-06,0,0,0,0,0,1,21–50,0,29.0,5,5,6
Salt,Grocery,69.44,2023-05-07,0,0,0,0,0,1,51–80,0,72.0,6,5,7
Shampoo,Personal Care,41.14,2023-05-08,0,0,0,0,0,1,21–50,0,28.0,0,5,8
Rice,Grocery,60.41,2023-05-09,0,0,0,0,0,1,51–80,0,75.0,1,5,9
Milk,Dairy,91.89,2023-05-10,0,0,0,0,0,1,81–120,0,52.0,2,5,10
Biscuits,Snacks,55.91,2023-05-11,0,0,0,0,0,1,51–80,0,47.0,3,5,11
Rice,Grocery,40.84,2023-05-12,0,0,0,0,0,1,21–50,0,79.0,4,5,12
Rice,Grocery,18.39,2023-05-13,0,0,0,0,0,1,≤20,0,82.0,5,5,13
Sugar,Grocery,64.75,2023-05-14,0,0,0,0,0,1,51–80,0,70.0,6,5,14
Biscuits,Snacks,28.88,2023-05-15,0,0,0,0,0,1,21–50,0,48.0,0,5,15
Sugar,Grocery,48.29,2023-05-16,0,0,0,0,0,1,21–50,0,71.0,1,5,16
Milk,Dairy,74.34,2023-05-17,0,0,0,0,0,1,51–80,0,66.0,2,5,17
Juice,Beverages,95.22,2023-05-18,0,0,0,0,0,1,81–120,0,32.0,3,5,18
Juice,Beverages,38.4,2023-05-19,0,0,0,0,0,1,21–50,0,41.0,4,5,19
Rice,Grocery,41.04,2023-05-20,0,0,0,0,0,1,21–50,0,73.0,5,5,20
Biscuits,Snacks,24.24,2023-05-21,0,0,0,0,0,1,21–50,0,50.0,6,5,21
